Numero de Solicitud,Gerencia,Estado,Fecha AutorizaciOn,Fecha de Cierre Cancelacion,Rango Ponderacion,Puntaje,Esfuerzo,Grupo Principal de Desarrollo,Fecha Asignacion
AST200067,PROCESOS Y ORGANIZACION,Asignado,29/12/2017,,Medio Bajo,2.3,,BIP SUCURSALES,
AST200066,SOPORTE DEL NEGOCIO,Cerrado,01/03/2018,16/07/2018,Medio Bajo,2.33,,PRESTAMOS,
AST200065,SOPORTE DEL NEGOCIO,Cerrado,27/06/2017,27/08/2019,Medio Bajo,2.37,M,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST200064,PROCESOS Y ORGANIZACION,Cancelado,01/02/2018,28/05/2019,Medio Bajo,2.4,,BIP CANAL,
AST200063,PRODUCTOS EMPRESAS,Cancelado,31/01/2018,25/06/2019,Medio Bajo,2.42,L,BIP CANAL,
AST200062,GESTION DE RIESGOS,Cerrado,02/03/2018,15/05/2019,Medio Bajo,2.52,M,CAPITALES MINIMOS,
AST200061,PRODUCTOS,Desarrollo,21/02/2018,,Medio Bajo,2.56,,BIP CANAL,
AST200060,BANCA INSTITUCIONAL,Cerrado,16/01/2018,18/06/2018,Medio Bajo,2.62,M,PAGOS Y SERVICIOS,
AST200059,RED COMERCIAL,Cancelado,12/12/2017,04/07/2018,Medio Bajo,2.64,,BIP SUCURSALES,
AST200058,MERCADO DE CAPITALES,Asignado,04/01/2018,,Medio Bajo,2.69,L,TITULOS,
AST200057,CONTADURIA,Cancelado,07/03/2018,09/09/2019,Medio Bajo,2.78,L,SISCENES,
AST200056,CONTADURIA,Cerrado,10/01/2018,07/11/2018,Medio Bajo,2.81,,TARJETAS,
AST200055,RED COMERCIAL,Asignado,12/12/2017,,Medio Bajo,2.82,L,BIP SUCURSALES,
AST200054,PROCESOS Y ORGANIZACION,Asignado,26/12/2017,,Medio Bajo,2.86,,BIP SUCURSALES,
AST200053,SOPORTE DEL NEGOCIO,En Redefinicion,21/12/2017,,Medio Bajo,2.98,M,ATM / IB / BE,
AST200052,PROCESOS Y ORGANIZACION,Desarrollo,04/01/2018,,Medio Alto,3.01,L,BIP SUCURSALES,
AST200051,PROCESOS Y ORGANIZACION,Asignado,29/12/2017,,Medio Alto,3.04,L,BIP SUCURSALES,
AST200050,GESTION DE LAS PERSONAS,Prueba,12/12/2017,,Medio Alto,3.1,L,META 4,
AST200049,RECUPERO DE DEUDAS,Cerrado,05/03/2018,23/03/2018,Medio Alto,3.3,L,PRESTAMOS,
AST200048,BANCA AGROPECUARIA,Cerrado,18/01/2018,01/03/2018,Medio Alto,3.37,M,INTRANET,
AST200047,PROCESOS Y ORGANIZACION,Asignado,26/12/2017,,Medio Alto,3.42,L,BIP SUCURSALES,
AST200046,PROCESOS Y ORGANIZACION,Cerrado,01/02/2018,28/05/2018,Medio Alto,3.42,,TARJETAS,
AST200045,SEGMENTOS,Cancelado,28/02/2018,25/06/2019,Medio Alto,3.64,L,PAQUETES,
AST200044,RECUPERO DE DEUDAS,Cancelado,11/01/2018,24/09/2018,Medio Alto,3.73,M,TARJETAS,
AST200043,PROCESOS Y ORGANIZACION,Cancelado,04/01/2018,05/06/2019,Medio Alto,3.89,XL,BIP CANAL,
AST200042,PROCESOS Y ORGANIZACION,Asignado,03/01/2018,,Medio Alto,4.06,L,BIP SUCURSALES,
AST200041,PREVENCION DEL LAVADO DE ACTIVOS,Desarrollo,26/12/2017,,Medio Alto,4.18,M,PREVENCION LAVADO DE ACTIVOS,
AST200040,PRODUCTOS EMPRESAS,Asignado,26/02/2018,,Medio Alto,4.29,L,PAQUETES,
AST200039,CANALES,Cerrado,29/12/2017,25/09/2018,Medio Alto,4.35,L,TARJETAS,
AST200038,CONTADURIA,En Redefinicion,07/03/2018,,Medio Alto,4.44,L,REGIMENES INFORMATIVOS,
AST200037,CONTADURIA,Asignado,07/03/2018,,Medio Alto,4.44,L,CAPITALES MINIMOS,
AST200036,CONTADURIA,Cerrado,07/03/2018,,Medio Alto,4.44,L,CAPITALES MINIMOS,
AST200035,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,22/01/2018,19/06/2018,Medio Alto,4.45,M,COORDINACION TRANSVERSALES,
AST200034,ANALISIS CREDITICIO,Desarrollo,11/01/2018,,Medio Alto,4.46,XL,LEGAJO DIGITAL CREDITICIO,
AST200033,CONTADURIA,Asignado,07/03/2018,,Medio Alto,4.62,L,BIP SUCURSALES,
AST200032,CONTADURIA,Cancelado,07/03/2018,05/04/2019,Medio Alto,4.62,L,CAPITALES MINIMOS,
AST200031,INTELIGENCIA COMERCIAL,Cerrado,30/01/2018,12/06/2018,Alto,5.05,S,BIP CANAL,
AST200030,SOPORTE DEL NEGOCIO,Cancelado,31/01/2018,30/07/2019,Alto,5.07,M,GESTION FALLECIDOS,
AST200029,PRODUCTOS,Cerrado,22/12/2017,09/04/2018,Alto,5.14,S,BIP CANAL,
AST200028,PRODUCTOS,Asignado,02/03/2018,,Alto,5.19,S,PAQUETES,
AST200027,PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,24/01/2018,21/05/2019,Alto,5.48,XS,PREVENCION LAVADO DE ACTIVOS,
AST200026,PREVENCION DEL LAVADO DE ACTIVOS,Desarrollo,28/02/2018,,Alto,5.48,L,PREVENCION LAVADO DE ACTIVOS,
AST200025,PROCESOS Y ORGANIZACION,Desarrollo,22/12/2017,,Alto,5.9,S,REMEDIACION DE DATOS,
AST200024,RECUPERO DE DEUDAS,Cerrado,18/01/2018,27/12/2018,Alto,5.93,M,TARJETAS,
AST200023,PRODUCTOS,Cerrado,26/12/2017,27/09/2018,Alto,6.2,M,COORDINACION TRANSVERSALES,
AST200022,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,26/12/2017,17/12/2018,Alto,6.6,M,BIP CANAL,
AST200021,RECUPERO DE DEUDAS,Cancelado,28/12/2017,09/08/2019,Alto,6.73,L,MORA EMERIX,
AST200020,CONTADURIA,Cerrado,15/12/2017,14/09/2018,No Ponderado,0,,A2180,
AST200019,BANCA AGROPECUARIA,Cerrado,26/12/2017,16/03/2018,No Ponderado,0,,BIP SUCURSALES,
AST200018,GESTION DE LAS PERSONAS,Cerrado,28/12/2017,15/03/2018,No Ponderado,0,,CUENTAS Y PLAZO FIJO,
AST200017,RECUPERO DE DEUDAS,Cerrado,29/12/2017,23/03/2018,No Ponderado,0,,SISTEMA DE GESTION INTERNA,
AST200016,CONTADURIA,Cerrado,29/12/2017,27/08/2018,No Ponderado,0,,A2180,
AST200015,CONTADURIA,Cerrado,03/01/2018,16/10/2018,No Ponderado,0,,SUCURSALES BACK END,
AST200014,SOPORTE DEL NEGOCIO,Cerrado,04/01/2018,07/03/2018,No Ponderado,0,,PAGOS Y SERVICIOS,
AST200013,GESTION DE LAS PERSONAS,Cancelado,04/01/2018,12/02/2019,No Ponderado,0,,META 4,
AST200012,GESTION DE LAS PERSONAS,Cerrado,05/01/2018,27/06/2018,No Ponderado,0,,META 4,
AST200011,RECUPERO DE DEUDAS,Cancelado,11/01/2018,24/09/2018,Medio Bajo,2.93,,TARJETAS,
AST200010,PROCESOS Y ORGANIZACION,Desarrollo,16/01/2018,,No Ponderado,0,,BIP SUCURSALES,
AST200009,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,17/01/2018,25/03/2019,No Ponderado,0,,BIP CANAL,
AST200008,SOPORTE DEL NEGOCIO,Cerrado,17/01/2018,23/03/2018,No Ponderado,0,,CUENTAS Y PLAZO FIJO,
AST200007,SOPORTE DEL NEGOCIO,Cerrado,18/01/2018,12/03/2018,No Ponderado,0,,TARJETAS,
AST200006,PROCESOS Y ORGANIZACION,Cerrado,25/01/2018,09/10/2018,No Ponderado,0,,INTRANET,
AST200005,CONTADURIA,Cerrado,31/01/2018,09/10/2018,No Ponderado,0,,CONTABILIDAD,
AST200004,CONTADURIA,Cerrado,01/02/2018,14/03/2018,No Ponderado,0,,PRESTAMOS,
AST200003,COMERCIO EXTERIOR,Cerrado,07/02/2018,28/02/2018,No Ponderado,0,,CONTABILIDAD,
AST200002,COMERCIO EXTERIOR,Cerrado,14/02/2018,13/03/2018,No Ponderado,0,,SUCURSALES BACK END,
AST200001,CONTADURIA,Cerrado,26/02/2018,26/08/2018,No Ponderado,0,,CONTABILIDAD,
AST100329,SOPORTE DEL NEGOCIO,Desarrollo,04/12/2017,,Muy Bajo,0,M,PAGOS Y SERVICIOS,
AST100328,GESTION DE LAS PERSONAS,Cerrado,01/06/2017,27/07/2018,Medio Alto,3.6,M,META 4,
AST100327,ASUNTOS JUDICIALES,Cancelado,01/11/2015,09/08/2019,Muy Bajo,0,,MORA EMERIX,
AST100326,BANCA INSTITUCIONAL,Prueba,01/07/2017,,Muy Bajo,0,S,PAGOS Y SERVICIOS,
AST100325,COMUNICACION INSTITUCIONAL,Cerrado,01/10/2017,16/09/2019,Muy Bajo,0,S,SISTEMA DE GESTION INTERNA,06/06/2019
AST100324,SOPORTE DEL NEGOCIO,Cerrado,01/04/2017,22/11/2018,Muy Bajo,0.12,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100323,RECUPERO DE DEUDAS,Cancelado,01/09/2015,09/08/2019,Muy Bajo,0.22,,MORA EMERIX,
AST100322,BANCA INSTITUCIONAL,Cancelado,01/09/2017,17/10/2018,Muy Bajo,0.22,,PAGOS Y SERVICIOS,
AST100321,BANCA INSTITUCIONAL,Cerrado,01/09/2017,15/05/2018,Muy Bajo,0.22,,PAGOS Y SERVICIOS,
AST100320,BANCA INSTITUCIONAL,Cerrado,01/09/2017,09/05/2019,Muy Bajo,0.22,,PAGOS Y SERVICIOS,
AST100319,GESTION DE LAS PERSONAS,Cerrado,01/02/2017,12/08/2019,Muy Bajo,0.32,M,INTRANET,
AST100318,ASUNTOS JUDICIALES,Prueba,01/07/2015,,Muy Bajo,0.3,S,INTRANET,
AST100317,RECUPERO DE DEUDAS,Desarrollo,01/08/2016,,Muy Bajo,0.3,,MORA EMERIX,
AST100316,MERCADO DE CAPITALES,Cerrado,01/03/2016,07/09/2018,Muy Bajo,0.4,,TITULOS,
AST100315,RECUPERO DE DEUDAS,Cancelado,01/03/2015,02/03/2018,Muy Bajo,0.32,,MORA EMERIX,
AST100314,ANALISIS CREDITICIO,Cerrado,01/11/2016,15/08/2018,Muy Bajo,0.32,,SISTEMA DE GESTION INTERNA,
AST100313,BANCA INSTITUCIONAL,Cancelado,01/01/2017,19/06/2019,Muy Bajo,0.32,M,PAGOS Y SERVICIOS,
AST100312,PROCESOS Y ORGANIZACION,Cerrado,01/04/2017,08/08/2019,Muy Bajo,0.32,,SISTEMA DE GESTION INTERNA,
AST100311,PROCESOS Y ORGANIZACION,Cancelado,01/09/2017,24/05/2018,Muy Bajo,0.32,,BIP SUCURSALES,
AST100310,PROCESOS Y ORGANIZACION,En Redefinicion,01/09/2017,,Muy Bajo,0.32,,SISTEMA DE GESTION INTERNA,
AST100309,MERCADO DE CAPITALES,Desarrollo,01/08/2016,,Muy Bajo,0.48,L,TITULOS,
AST100308,MARKETING,Prueba,01/10/2017,,Muy Bajo,0.5,,DATAWAREHOUSE,
AST100307,MERCADO DE CAPITALES,Asignado,01/03/2016,,Muy Bajo,0.44,XL,TITULOS,
AST100306,RECUPERO DE DEUDAS,Cancelado,01/05/2016,09/08/2019,Muy Bajo,0.44,,MORA EMERIX,
AST100305,MARKETING,Cerrado,01/10/2017,14/09/2018,Bajo,0.56,,TARJETAS,
AST100304,SOPORTE DEL NEGOCIO,Asignado,01/10/2016,,Muy Bajo,0.48,XL,INTRANET,
AST100303,UNIDAD ADMINISTRATIVA,Cerrado,01/06/2017,13/05/2019,Muy Bajo,0.5,,INTRANET,
AST100302,RECUPERO DE DEUDAS,En Redefinicion,01/07/2017,,Bajo,0.6,XL,TARJETAS,
AST100301,RECUPERO DE DEUDAS,Asignado,01/09/2015,,Bajo,0.62,,MORA EMERIX,
AST100300,ADMINISTRACION,Prueba,01/07/2017,,Bajo,0.62,S,SISTEMA DE GESTION INTERNA,
AST100299,CONTADURIA,Asignado,01/08/2016,,Bajo,0.56,L,A2180,
AST100298,CONTADURIA,Desarrollo,01/03/2017,,Bajo,0.56,XL,COBRANZAS,
AST100297,CONTADURIA,Cerrado,01/05/2017,18/10/2018,Bajo,0.56,,A2180,
AST100296,CONTADURIA,Cerrado,01/11/2017,18/10/2018,Bajo,0.56,,A2180,
AST100295,RECUPERO DE DEUDAS,Cerrado,01/08/2017,21/03/2019,Bajo,0.6,,MORA EMERIX,
AST100294,SOPORTE DEL NEGOCIO,Cancelado,01/04/2017,14/02/2019,Bajo,0.7,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100293,MERCADO DE CAPITALES,Cerrado,01/10/2015,07/09/2018,Bajo,0.62,,TITULOS,
AST100292,SOPORTE DEL NEGOCIO,Asignado,01/07/2015,,Bajo,0.72,L,MEDIOS DE PAGOS,
AST100291,BANCA INSTITUCIONAL,Prueba,01/04/2017,,Bajo,0.72,M,SISTEMA DE GESTION INTERNA,
AST100290,SOPORTE DEL NEGOCIO,Cerrado,01/06/2017,24/05/2018,Bajo,0.72,,CONTRATACIONES,
AST100289,RECUPERO DE DEUDAS,Cancelado,01/03/2015,02/03/2018,Bajo,0.64,,MORA EMERIX,
AST100288,ANALISIS CREDITICIO,Cerrado,01/07/2016,15/08/2018,Bajo,0.74,,SISTEMA DE GESTION INTERNA,
AST100287,RECUPERO DE DEUDAS,Cerrado,01/08/2017,08/05/2018,Bajo,0.66,,PRESTAMOS,
AST100286,MERCADO DE CAPITALES,Asignado,01/05/2017,,Bajo,0.68,L,TITULOS,
AST100285,PROCESOS Y ORGANIZACION,Cerrado,01/11/2017,19/07/2018,Bajo,0.72,,BIP SUCURSALES,
AST100284,MERCADO DE CAPITALES,Cerrado,01/09/2017,07/09/2018,Bajo,0.84,,TITULOS,
AST100283,PRODUCTOS EMPRESAS,Cerrado,01/06/2016,17/08/2018,Bajo,0.78,,GARANTIAS,
AST100282,GESTION DE LAS PERSONAS,Cerrado,01/10/2017,08/04/2019,Bajo,0.9,M,INTRANET,
AST100281,PROCESOS Y ORGANIZACION,Asignado,01/11/2017,,Bajo,0.9,M,INTRANET,
AST100280,TRANSFORMACION DIGITAL E INNOVACION,Asignado,01/11/2017,,Bajo,0.91,XS,INTERNET / MOBILE,
AST100279,SOPORTE DEL NEGOCIO,Cerrado,01/09/2017,02/03/2018,Bajo,0.84,,MEDIOS DE PAGOS,
AST100278,BANCA INSTITUCIONAL,Cerrado,01/10/2017,20/03/2019,Bajo,0.84,,PAGOS Y SERVICIOS,
AST100277,SOPORTE DEL NEGOCIO,Prueba,01/02/2015,,Bajo,0.94,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100276,BANCA INSTITUCIONAL,Asignado,01/11/2014,,Bajo,0.95,,BIP SUCURSALES,
AST100275,CONTADURIA,Cancelado,01/12/2015,21/06/2019,Bajo,0.87,,IMPUESTOS,
AST100274,TESORERIA GENERAL,Cerrado,01/06/2015,21/11/2018,Bajo,1.2,,PAGOS Y SERVICIOS,
AST100273,BANCA INSTITUCIONAL,Desarrollo,01/01/2016,,Bajo,1.22,S,PAGOS Y SERVICIOS,
AST100272,SOPORTE DEL NEGOCIO,Cancelado,01/11/2017,27/07/2018,Bajo,0.98,,,
AST100271,SOPORTE DEL NEGOCIO,Desarrollo,01/06/2016,,Bajo,1.08,L,INTRANET,
AST100270,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,01/11/2017,14/03/2018,Bajo,1.08,,BIP CANAL,
AST100269,MARKETING,Cerrado,01/09/2017,17/12/2018,Bajo,1.09,,TARJETAS,
AST100268,ESTUDIOS ECONOMICOS Y SOCIALES,Cancelado,01/01/2016,15/07/2019,Bajo,1,M,INTRANET,
AST100267,SOPORTE DEL NEGOCIO,Prueba,01/04/2015,,Bajo,1.02,S,PRESTAMOS,
AST100266,RED COMERCIAL,Asignado,01/03/2017,,Bajo,1.02,,BIP SUCURSALES,
AST100265,SOPORTE DEL NEGOCIO,Cerrado,01/07/2017,09/05/2018,Bajo,1.02,,PAGOS Y SERVICIOS,
AST100264,MERCADO DE CAPITALES,Cancelado,01/09/2017,14/06/2019,Bajo,1.04,M,TITULOS,
AST100263,PROCESOS Y ORGANIZACION,Cancelado,01/03/2015,19/01/2018,Bajo,1.14,,INTRANET,
AST100262,RECUPERO DE DEUDAS,Asignado,01/12/2015,,Bajo,1.17,,MORA EMERIX,
AST100261,RECUPERO DE DEUDAS,Desarrollo,01/12/2015,,Bajo,1.17,,MORA EMERIX,
AST100260,SOPORTE DEL NEGOCIO,Cerrado,01/06/2017,05/09/2019,Bajo,1.1,,SISTEMA DE GESTION INTERNA,
AST100259,SOPORTE DEL NEGOCIO,Cancelado,01/07/2017,08/08/2019,Bajo,1.1,S,CUENTAS Y PLAZO FIJO,
AST100258,MERCADO DE CAPITALES,Cerrado,01/01/2016,07/09/2018,Bajo,1.2,,TITULOS,
AST100257,CONTADURIA,Cancelado,01/10/2017,07/05/2018,Bajo,1.11,,SISCENES,
AST100256,PROCESOS Y ORGANIZACION,Desarrollo,01/10/2015,,Bajo,1.4,M,SISTEMA DE GESTION INTERNA,
AST100255,GESTION DE LAS PERSONAS,Cerrado,01/07/2016,01/07/2019,Bajo,1.22,M,INTRANET,
AST100254,GESTION DE LAS PERSONAS,Cerrado,01/03/2017,26/01/2018,Bajo,1.22,,INTRANET,
AST100253,PROTECCION DE ACTIVOS DE INFORMACION,Desarrollo,01/06/2017,,Bajo,1.22,,BIP CANAL,
AST100252,GESTION DE LAS PERSONAS,Cerrado,01/10/2017,,Bajo,1.22,,INTRANET,
AST100251,GESTION DE RIESGOS,Cerrado,01/11/2017,,Bajo,1.14,M,SISTEMA DE GESTION INTERNA,
AST100250,MERCADO DE CAPITALES,Asignado,01/10/2015,,Bajo,1.25,XL,TITULOS,
AST100249,SOPORTE DEL NEGOCIO,Desarrollo,01/10/2015,,Bajo,1.2,L,PAGOS Y SERVICIOS,
AST100248,MERCADO DE CAPITALES,Cerrado,01/04/2017,07/06/2019,Bajo,1.2,,BIP CANAL,
AST100247,GESTION DE RIESGOS,Cerrado,01/11/2017,03/10/2019,Bajo,1.22,M,SISTEMA DE GESTION INTERNA,
AST100246,GESTION DE RIESGOS,Cerrado,01/11/2017,,Bajo,1.22,M,SISTEMA DE GESTION INTERNA,
AST100245,CONTADURIA,Cerrado,01/11/2017,05/04/2018,Bajo,1.22,,SUCURSALES BACK END,
AST100244,TESORERIA GENERAL,Desarrollo,01/07/2015,,Medio Bajo,1.52,,PAGOS Y SERVICIOS,
AST100243,MARKETING,Asignado,01/11/2017,,Bajo,1.35,XL,TARJETAS,
AST100242,PRODUCTOS,Cancelado,01/10/2017,02/09/2019,Bajo,1.27,,BIP SUCURSALES,
AST100241,MERCADO DE CAPITALES,Cerrado,01/05/2017,10/05/2019,Bajo,1.2,M,TITULOS,
AST100240,ADMINISTRACION,Asignado,01/09/2017,,Bajo,1.41,,PROYECTOS TRADICIONALES,
AST100239,RECUPERO DE DEUDAS,Asignado,01/07/2016,,Bajo,1.32,,MORA EMERIX,
AST100238,PRODUCTOS,Asignado,01/10/2016,,Bajo,1.35,,BIP CANAL,
AST100237,BANCA INSTITUCIONAL,Cerrado,01/12/2017,30/10/2018,Medio Bajo,1.62,,PAGOS Y SERVICIOS,
AST100236,RECUPERO DE DEUDAS,Desarrollo,01/10/2017,,Bajo,1.27,,MORA EMERIX,
AST100235,SOPORTE DEL NEGOCIO,En Redefinicion,01/04/2016,,Bajo,1.47,L,TARJETAS,
AST100234,GESTION DE RIESGOS,Asignado,01/11/2017,,Bajo,1.38,M,SISTEMA DE GESTION INTERNA,06/09/2019
AST100233,MERCADO DE CAPITALES,Prueba,01/09/2016,,Bajo,1.38,L,TITULOS,
AST100232,BANCA INSTITUCIONAL,Cerrado,01/11/2016,30/07/2019,Bajo,1.49,,GESTION FALLECIDOS,30/07/2019
AST100231,PROCESOS Y ORGANIZACION,Cerrado,01/05/2017,14/09/2018,Bajo,1.49,,CUENTAS Y PLAZO FIJO,
AST100230,CONTADURIA,Cerrado,01/06/2017,09/01/2019,Bajo,1.49,,INVENTARIO CENTRALIZADO,
AST100229,TRANSFORMACION DIGITAL E INNOVACION,Cancelado,01/07/2017,26/02/2019,Bajo,1.5,,CUENTAS Y PLAZO FIJO,
AST100228,BANCA AGROPECUARIA,Cerrado,01/08/2017,01/04/2019,Bajo,1.41,,INTERNET / MOBILE,
AST100227,PRODUCTOS,Cerrado,01/11/2017,30/05/2019,Bajo,1.5,,BIP CANAL,
AST100226,SEGURIDAD FISICA,Cerrado,01/11/2016,16/04/2019,Medio Bajo,1.51,L,INTRANET,
AST100225,NEGOCIOS FINANCIEROS,Cerrado,01/03/2017,17/09/2018,Medio Bajo,1.7,,TITULOS,
AST100224,PRODUCTOS EMPRESAS,Asignado,01/11/2017,,Medio Bajo,1.52,XL,PROCAMPO - PACTAR,
AST100223,SUMARIOS,Prueba,01/11/2017,,Medio Bajo,1.7,L,SISTEMA DE GESTION INTERNA,
AST100222,INTELIGENCIA COMERCIAL,Cancelado,01/10/2015,04/10/2018,Medio Bajo,1.53,,,
AST100221,SOPORTE DEL NEGOCIO,Desarrollo,01/10/2016,,Medio Bajo,1.54,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100220,GESTION DE LAS PERSONAS,Cerrado,01/06/2017,02/09/2019,Bajo,1.46,M,INTRANET,
AST100219,MERCADO DE CAPITALES,Asignado,01/03/2017,,Bajo,1.48,XL,TITULOS,
AST100218,CONTADURIA,Asignado,01/07/2015,,Bajo,1.5,,TITULOS,17/07/2019
AST100217,CONTADURIA,Cancelado,01/06/2016,02/10/2018,Bajo,1.5,,IMPUESTOS,
AST100216,CONTADURIA,Cerrado,01/06/2017,25/04/2018,Bajo,1.5,,GARANTIAS,
AST100215,PROCESOS Y ORGANIZACION,Cerrado,01/06/2017,08/08/2018,Medio Bajo,1.59,,PRESTAMOS,
AST100214,BANCA INSTITUCIONAL,Cerrado,01/10/2017,23/04/2019,Medio Bajo,1.59,,PAGOS Y SERVICIOS,
AST100213,BANCA PyME,Cerrado,01/07/2016,11/04/2018,Medio Bajo,1.51,,GARANTIAS,
AST100212,CONTADURIA,Desarrollo,01/10/2015,,Medio Bajo,1.61,L,TITULOS,
AST100211,PRODUCTOS,Cerrado,01/09/2017,16/01/2018,Medio Bajo,1.62,,PRESTAMOS,
AST100210,RECUPERO DE DEUDAS,Asignado,01/07/2015,,Medio Bajo,1.54,,MORA EMERIX,
AST100209,PROCESOS Y ORGANIZACION,Cerrado,01/11/2017,23/02/2018,Medio Bajo,1.64,,SUCURSALES BACK END,
AST100208,PROCESOS Y ORGANIZACION,Desarrollo,01/11/2017,,Medio Bajo,1.64,,BIP SUCURSALES,
AST100207,PROCESOS Y ORGANIZACION,Prueba,01/03/2017,,Medio Bajo,1.65,M,PRESTAMOS,
AST100206,BANCA INSTITUCIONAL,Prueba,01/09/2016,,Medio Bajo,1.62,,CUENTAS Y PLAZO FIJO,
AST100205,CONTADURIA,Cerrado,01/06/2017,21/08/2019,Medio Bajo,1.62,,CUENTAS Y PLAZO FIJO,
AST100204,SOPORTE DEL NEGOCIO,Cerrado,01/11/2017,23/03/2018,Medio Bajo,1.73,,MEDIOS DE PAGOS,
AST100203,PROCESOS Y ORGANIZACION,Cerrado,01/12/2017,14/03/2018,Medio Bajo,1.64,,SUCURSALES BACK END,
AST100202,TRANSFORMACION DIGITAL E INNOVACION,Prueba,01/01/2017,,Medio Bajo,1.75,,INTERNET / MOBILE,
AST100201,RED COMERCIAL,Cerrado,01/05/2017,05/07/2019,Medio Bajo,1.94,S,CONTRATACIONES,
AST100200,PROCESOS Y ORGANIZACION,Desarrollo,01/07/2017,,Medio Bajo,1.77,,BIP SUCURSALES,
AST100199,PROCESOS Y ORGANIZACION,Asignado,01/09/2017,,Medio Bajo,1.77,,BIP SUCURSALES,16/07/2019
AST100198,CONTADURIA,Cerrado,01/03/2015,09/05/2019,Medio Bajo,1.79,XL,A2180,
AST100197,SOPORTE DEL NEGOCIO,Desarrollo,01/04/2017,,Medio Bajo,1.7,,GESTION FALLECIDOS,
AST100196,PROCESOS Y ORGANIZACION,Cerrado,01/07/2017,26/01/2018,Medio Bajo,1.7,,BIP SUCURSALES,
AST100195,RED COMERCIAL,Cerrado,01/12/2017,26/12/2017,Medio Bajo,1.8,,TARJETAS,
AST100194,CONTADURIA,Asignado,01/10/2015,,Medio Bajo,1.71,S,PRESTAMOS,18/09/2019
AST100190,GESTION DE LAS PERSONAS,Asignado,01/07/2017,,Medio Bajo,1.82,M,INTRANET,
AST100189,ANALISIS CREDITICIO,Cerrado,01/07/2016,15/08/2018,Medio Bajo,1.74,,SISTEMA DE GESTION INTERNA,
AST100188,SOPORTE DEL NEGOCIO,Desarrollo,01/12/2014,,Medio Bajo,2.04,L,CHEQUES Y DESCUENTO DE DOCUMENTOS,
AST100187,PRODUCTOS,Desarrollo,01/07/2015,,Medio Bajo,1.77,XL,TARJETAS,
AST100186,POLITICA Y PROYECCIONES FINANCIERAS,Cerrado,01/10/2017,03/04/2019,Medio Bajo,2.04,,INFRAESTRUCTURA Y SERVICIOS,
AST100185,MERCADO DE CAPITALES,Asignado,01/10/2015,,Medio Bajo,1.69,XL,TITULOS,
AST100184,POLITICA Y PROYECCIONES FINANCIERAS,Asignado,01/12/2016,,Medio Bajo,1.78,,MORA EMERIX,
AST100183,MARKETING,Cancelado,01/10/2016,07/12/2018,Medio Bajo,1.88,,INTERNET / MOBILE,
AST100182,NEGOCIOS FINANCIEROS,Asignado,01/09/2016,,Medio Bajo,1.8,M,OPERACIONES FINANCIERAS,
AST100181,GESTION DE LAS PERSONAS,Cancelado,01/02/2017,16/10/2018,Medio Bajo,1.82,,INTRANET,
AST100180,MERCADO DE CAPITALES,Cerrado,01/12/2015,07/09/2018,Medio Bajo,1.84,,BIP SUCURSALES,
AST100179,RECUPERO DE DEUDAS,Cancelado,01/10/2017,16/05/2019,Medio Bajo,1.84,XL,TARJETAS,
AST100178,SOPORTE DEL NEGOCIO,Cancelado,01/07/2017,13/06/2019,Medio Bajo,1.94,,PAGOS Y SERVICIOS,
AST100177,PROCESOS Y ORGANIZACION,Cancelado,01/08/2017,18/10/2018,Medio Bajo,1.86,,CONTRATACIONES,
AST100176,PRODUCTOS,Asignado,01/09/2016,,Medio Bajo,1.99,,BIP CANAL,
AST100175,PROCESOS Y ORGANIZACION,Desarrollo,01/11/2017,,Medio Bajo,1.99,,BIP SUCURSALES,
AST100174,PROTECCION DE ACTIVOS DE INFORMACION,Cerrado,01/02/2017,17/10/2018,Medio Bajo,2.01,,SISTEMA DE GESTION INTERNA,
AST100173,SEGMENTOS,Cerrado,01/11/2017,28/05/2018,Medio Bajo,2.01,,TARJETAS,
AST100172,MERCADO DE CAPITALES,Prueba,01/05/2016,,Medio Bajo,2.02,,TITULOS,
AST100171,COMERCIO EXTERIOR,Cancelado,01/03/2017,04/09/2019,Medio Bajo,1.93,,BIP CANAL,
AST100170,BANCA INSTITUCIONAL,En Redefinicion,01/02/2017,,Medio Bajo,2.04,,CUENTAS Y PLAZO FIJO,
AST100169,RED COMERCIAL,Cerrado,01/05/2017,12/03/2018,Medio Bajo,2.04,,PRESTAMOS,
AST100168,PROCESOS Y ORGANIZACION,Validacion,01/06/2017,,Medio Bajo,1.96,,CUENTAS Y PLAZO FIJO,
AST100167,PRODUCTOS,Cerrado,01/11/2017,20/04/2018,Medio Bajo,2.05,,BIP CANAL,
AST100166,SOPORTE DEL NEGOCIO,Cancelado,01/10/2017,27/12/2017,Medio Bajo,2.05,,,
